course_id|title|headline|category|course_level|published_date|last_updated|course_price|course_language|total_lectures|content_duration|closed_caption|practice_tests|instructors|url|is_translated|translated_language
1640452|KARUNA QI & QUANTUM REIKI HEALING JOURNAL by Antojai®|Quantum Healing & Ascension Therapy|lifestyle|All Levels|2020-05-07 00:49:34|2022-01-11 05:07:57|$ 290 USD|en|38|3 total hours|True|0|['Ascended Master Antojai , Axél Carrasquillo Msc.D.']|https://img-b.edtech.com/course/480x270/1640452_b9a7_3.jpg?secure=j3yi6mVFR_yj9Uz0sAYb-A%3D%3D%2C1646828910|True|['zh', 'de', 'fr']
3802434|Personal Transformation Psychology for Removing Addictions|You'll learn mental strategies and practices to be resilient and change your identity when removing an addiction|personal_development|All Levels|2021-12-25 04:14:43|2023-11-05 07:09:41|$ 297 USD|en|54|3 total hours|True|0|['Vasco Patrício']|https://img-c.edtech.com/course/480x270/3802434_94fb_2.jpg|NO|
1329044|Collar Options Trading Strategy for Dummies|Learn Pros way to mitigate risk thru Collar Options Trading Strategy. Learn Options Trading or be a Naive Trader 4 life|finance|Beginner Level|2021-07-04 10:47:49|2023-02-15 21:00:30|$ 194 USD|en|19|2 total hours|True|1|['Saad T. Hameed (STH) • 0.33+ Million Enrollments Worldwide']|https://img-c.edtech.com/course/480x270/1329044_8452_4.jpg|NO|
3564635|Indian cooking simplified|Learn to cook some of the most popular recipes from the Northern part of India|lifestyle|All Levels|2021-04-28 15:33:54|2023-10-02 01:15:34|$ 149 USD|en|19|1 total hour|True|0|['Santhoshi Radhakrishnan']|https://img-c.edtech.com/course/480x270/3564635_f3df.jpg|NO|
1571330|Master Your Parenting Skills : All the secrets you need 2022|Parenting Tips To Make Your Life Easier|personal_development|All Levels|2021-05-30 22:29:58|2022-11-03 22:16:12|$ 245 USD|en|13|1.5 total hours|True|0|['António Araújo', 'Marina Arantes']|https://img-c.edtech.com/course/480x270/1571330_f8e0_3.jpg|Ys|['ja', 'de', 'fr']
2247760|Fotografia Artística Digital|Aprenda o básico para sair do MIMIMI do Instagram|photography|All Levels|2021-01-17 04:21:26|2023-03-27 11:56:44|$ 164 USD|ca|5|39 total mins|True|0|['Nepô Carlos Nepomuceno']|https://img-c.edtech.com/course/480x270/2247760_a977_3.jpg|True|['en', 'hi']
519906|Quickly Master Basic Math|Learn How to Master the Most Important Fundamentals of Math|teaching|All Levels|2020-12-05 08:17:54|2023-12-20 23:28:09|$ 288 USD|en|40|3.5 total hours|True|0|['Kevin Ventura']|https://img-b.edtech.com/course/480x270/519906_9f8e_5.jpg?secure=Cj3BGCD2aDBokoKB_69Nvw%3D%3D%2C1646830804|True|['es', 'ja', 'de']
590774|Java: The Complete Foundation|Become a Java Programmer Today!|development|Beginner Level|2021-11-17 20:52:39|2023-02-07 01:54:38|$ 279 USD|en|80|6 total hours|True|0|['Danny Boehm']|https://img-c.edtech.com/course/480x270/590774_517f_5.jpg|No|
3488582|Azure DevOps and AWS DevOps Masterclass 2 Course Bundle|Best of both worlds. Learn Azure and AWS DevOps and build pipelines. DevOps and Agile basics in this 2 in 1 bundle|software|All Levels|2020-01-26 01:32:39|2022-07-15 02:56:48|$ 259 USD|en|62|8.5 total hours|True|0|['Qasim Shah', 'Syed Raza', 'ClayDesk E-learning']|https://img-c.edtech.com/course/480x270/3488582_e063.jpg|YEs|['es', 'de', 'fr']
3091020|2022 Master The Skills Of Hotel Sales Action Plan|Inspiring Hotel sales skills, sales strategies and sales techniques to implement the top-notch Hotel Sales Action Plan|marketting|All Levels|2020-10-09 07:43:05|2022-11-20 19:41:07|$ 215 USD|en|19|1 total hour|True|0|['Anand Kumar G']|https://img-c.edtech.com/course/480x270/3091020_b6f2_13.jpg|No|
2765720|Microsoft Planner: Planner Essentials for the workplace|The ins and outs of Microsoft Planner: from Planner basics to real world examples of Microsoft Planner in practice|productivity|Beginner Level|2021-09-29 07:51:31|2022-05-07 21:59:29|$ 284 USD|en|8|1.5 total hours|True|0|['Mauricio Rubio - Agile Guru & Founder of AgileKB , AgileLee & Ureducation']|https://img-c.edtech.com/course/480x270/2765720_e9d5_4.jpg|YEs|['de']
2498428|Complete Udemy Instructor Mastermind [Unofficial Course]|How to create Courses for Udemy, Optimize them for Search, & Rank them for long term Passive Income [Unofficial Course]|business|All Levels|2021-12-16 16:15:54|2023-05-27 01:54:38|$ 111 USD|en|220|21 total hours|True|0|['Bryan Guerra']|https://img-c.edtech.com/course/480x270/2498428_a7bb_2.jpg|Yes|['de', 'hi', 'ru']
1614076|Cisco CCENT Packet Tracer Ultimate labs: ICND1 Exam prep lab|Are you ready for the CCNA exam? You sure? Check your knowledge with our ICND1 Exam Prep Labs. Make sure you know topics|software|Beginner Level|2020-05-11 01:55:40|2022-09-08 10:11:10|$ 210 USD|en|117|14 total hours|True|0|['David Bombal', 'Experts with David Bombal']|https://img-c.edtech.com/course/480x270/1614076_5fcc_9.jpg|NO|
1189760|Learn ZBrush with this Beginners Compendium Online Course|Complete Beginners Guide to all Major Features of Pixelogics Zbrush|design|Beginner Level|2021-06-29 12:01:35|2023-01-31 14:26:17|$ 181 USD|en|36|5 total hours|True|0|['UK Online Training Centre']|https://img-c.edtech.com/course/480x270/1189760_d564.jpg|YES|['es']
3651998|Female Psychology: Understand YOURSELF and women AROUND YOU|The basics of female psychology to find your path to happiness and success using Alpha, Beta, Gamma, Omega, Delta, Sigma|personal_development|Beginner Level|2021-03-07 07:52:12|2023-05-02 08:06:41|$ 295 USD|en|17|38 total mins|True|0|['Luminita Florea']|https://img-b.edtech.com/course/480x270/3651998_2865_3.jpg?secure=vIKSebaKe9qGKx5S1D-uiw%3D%3D%2C1646825550|False|
1723900|Android App Development using Kotlin|Develop Android apps in Kotlin and publish it to Play Store|development|Beginner Level|2020-08-05 12:05:37|2023-08-09 04:31:00|$ 290 USD|nl|27|3.5 total hours|True|0|['Smartherd Developers']|https://img-c.edtech.com/course/480x270/1723900_60a9_2.jpg|True|['en', 'hi']
2312542|Fractions, Exponents and Square Roots|Learn all important property about fractions, exponents and square roots|teaching|Beginner Level|2021-05-30 05:27:09|2023-10-03 15:07:12|$ 284 USD|en|34|1 total hour|True|0|['Loïc Bonfanti']|https://img-b.edtech.com/course/480x270/2312542_e78e_4.jpg?secure=XC1UwsS49-VuakSGbNKG2g%3D%3D%2C1646831174|No|
1435230|Python Automation Course : Automate Mundane tasks in Python|openpyxl pypdf2, Web scraping, selenium, Beautifulsoup, regular expression, send email, GUI automate , Python Automation|development|All Levels|2021-09-21 21:41:51|2022-01-05 03:06:22|$ 213 USD|en|186|21 total hours|True|0|['Ankit Mistry']|https://img-c.edtech.com/course/480x270/1435230_76b8_6.jpg|No|
965306|Forex: What's a Trend and When it is Strong and Reliable|Recognize When a Trend is Strong and When it is Not. Improve Your Performance and Prevent Up to 30% of Losses.|finance|Beginner Level|2020-04-05 00:11:46|2023-03-02 07:19:51|$ 192 USD|en|30|2 total hours|True|0|['Danilo Farina']|https://img-c.edtech.com/course/480x270/965306_bcd2.jpg|YEs|['pt', 'zh', 'fr']
2788588|How To Manage Anxiety & Panic Attacks Successfully|Managing Anxiety, Panic Attacks, Stress Management Successfully|health_fitness|All Levels|2021-12-24 22:28:56|2023-05-07 03:27:56|$ 291 USD|en|8|33 total mins|True|0|['Dustin DeMoss, M.S.']|https://img-c.edtech.com/course/480x270/2788588_a492.jpg|YES|['pt', 'ja']
3336162|Sıfırdan İleri Seviyeye Siemens NX Kursu (150+ Uygulama)|1500+ Öğrenci, Yüzlerce Örnek Bir Arada (Not: Her Gün Güncellenmektedir.)|design|All Levels|2020-12-30 11:01:16|2022-08-11 23:05:04|$ 124 USD|tr|321|46.5 total hours|False|0|['Şükrü Yusuf Kaya', 'BENEFICIAL ACADEMY']|https://img-c.edtech.com/course/480x270/3336162_23c2_2.jpg|YES|['en', 'hi']
2823701|Learn Forex Breakout Trades that happen Over & Over again!|Let me prove it to you in this simple, short 7 video series!|finance|Intermediate Level|2021-11-14 15:02:40|2022-04-27 20:11:52|$ 296 USD|en|8|35 total mins|True|0|['Corey Bricker']|https://img-c.edtech.com/course/480x270/2823701_d971_2.jpg|True|['pt', 'zh']
3244556|Discover How To Setup Facebook Ads that Get Results|10 Part, Step By Step Video Course on Creating Facebook Ads|marketting|Beginner Level|2021-10-19 10:41:43|2022-05-13 15:23:09|$ 191 USD|en|10|1 total hour|True|0|['Arifullah Meer Mohamed']|https://img-c.edtech.com/course/480x270/3244556_b8b9_3.jpg|Ys|['es', 'de', 'ru']
3152552|How to become creative innovator|What's the difference between creating, innovating and inventing? Can you combine them into success?|personal_development|All Levels|2021-08-08 09:24:13|2023-08-24 01:37:45|$ 168 USD|en|33|1 total hour|True|0|['Jouni Ruotanen']|https://img-c.edtech.com/course/480x270/3152552_1818.jpg|NO|
2889584|Dell Boomi AtomSphere - IPaaS Beginner Training|Master the fundamentals of Dell Boomi AtomSphere|development|Beginner Level|2021-09-26 10:31:10|2022-10-01 07:07:22|$ 246 USD|de|24|5.5 total hours|True|0|['Saad Qureshi']|https://img-c.edtech.com/course/480x270/2889584_4ad2_2.jpg|NO|
3057100|Intro to Quantitative Financial Modeling in Excel|Learn how to build financial models in Excel and VBA for different financial topics|finance|Intermediate Level|2020-01-20 10:32:48|2022-01-29 23:14:14|$ 112 USD|it|12|2 total hours|True|0|['FM x FM']|https://img-b.edtech.com/course/480x270/3057100_eee5.jpg?secure=slSrjPlMZCbKvT2wne_vkw%3D%3D%2C1646823504|False|
2814803|Complete Online Marketing & Advertising Course|Learn Step-By-Step The RIGHT Way To Do Online Marketing & Advertising!|marketting|Beginner Level|2021-04-20 18:53:24|2023-09-02 10:20:09|$ 215 USD|en|29|2.5 total hours|True|0|['Prof. Paul Cline, Ed.D', 'Sandor Kiss']|https://img-c.edtech.com/course/480x270/2814803_ad73.jpg|YES|['ja', 'zh', 'ru']
2087424|Advanced Still Life Painting: Paint Your Own Expressive Art|Learn the art of painting loose through design and composition.|lifestyle|Intermediate Level|2020-06-24 06:55:50|2022-03-31 03:37:55|$ 226 USD|en|17|2 total hours|True|0|['Robert Joyner']|https://img-b.edtech.com/course/480x270/2087424_9fe0.jpg?secure=X_6Zl8ojFA8J2BTY3odarw%3D%3D%2C1646828961|YEs|['de', 'fr']
2211198|SQL Server Tutorial|Learn SQL and Database Core Concepts !|development|All Levels|2021-09-28 00:14:00|2023-07-11 03:14:31|$ 235 USD|en|44|6 total hours|True|0|['Alper ÇELİK']|https://img-c.edtech.com/course/480x270/2211198_f721_2.jpg|YEs|['de', 'ru']
379464|SQL Learn SQL 101, 202 and 303 all in 1 Course. 10X Learning|Microsoft SQL is one of the most used enterprise databases.  In this course I break down how to become a database expert|development|All Levels|2021-07-01 17:29:12|2023-12-30 07:17:34|$ 299 USD|en|24|2 total hours|True|0|['Rico Rodriguez']|https://img-c.edtech.com/course/480x270/379464_2e70_5.jpg|False|
673508|Amazon PPC Product Ads: Grow Your Private Label FBA Products|How create robust Amazon PPC product ads and sponsored campaigns to generate immediate traffic to your Amazon listings.|marketting|All Levels|2021-08-02 06:24:38|2022-11-05 09:30:08|$ 238 USD|en|14|2 total hours|True|0|['Croxton MBA']|https://img-c.edtech.com/course/480x270/673508_c16c_3.jpg|YEs|['fr', 'ru']
1217894|Spring Framework 5: Beginner to Guru|Spring Framework 5: Learn Spring Framework 5, Spring Boot 2, Spring MVC, Spring Data JPA, Spring Data MongoDB, Hibernate|development|All Levels|2020-09-24 18:19:44|2022-05-19 06:43:42|$ 285 USD|nl|526|57.5 total hours|True|0|['John Thompson • 385,000+ Enrollments Worldwide']|https://img-c.edtech.com/course/480x270/1217894_e8cc_4.jpg|YES|['en', 'hi']
2963160|How We Get 300 Hours Of FREE Advertising On Youtube A Month|Watch Behind The Scenes As I show You How I Use Youtube For My Business & How You Can Use It To Grow Your Business|marketting|Beginner Level|2021-07-12 16:53:40|2022-06-12 22:24:22|$ 275 USD|en|13|1 total hour|True|0|['Josh Pather']|https://img-b.edtech.com/course/480x270/2963160_0fe8.jpg?secure=xiNq5kdh2KSJD2MiDbEdJg%3D%3D%2C1646828365|False|
2775988|Operations Management: Forecasting and Capacity Planning|Operations Management Training Program (Course 5 of 8)|business|Intermediate Level|2020-12-26 14:46:53|2023-03-24 01:22:53|$ 191 USD|en|26|2 total hours|True|0|['Sorin Dumitrascu']|https://img-c.edtech.com/course/480x270/2775988_aa9c.jpg|False|
355622|Trade Forex 13 Patterns - Golden Ratios Secret Revealed|Forex Trading -Thirteen potential ways to trade forex. Learn step-by-step with trade recovery techniques and Analysis|finance|All Levels|2020-08-04 12:44:31|2023-11-19 23:12:17|$ 222 USD|da|44|4 total hours|True|0|['Baraq Adnan']|https://img-c.edtech.com/course/480x270/355622_4a73_3.jpg|NO|
2662528|Fullstack Laravel API development with Nuxt and Linux - 2020|Become a Fullstack Laravel Engineer by developing a Dribbble Clone, Provisioning a server and Deploying with SSL|development|All Levels|2021-06-01 00:29:05|2023-03-25 02:09:05|$ 144 USD|en|145|19 total hours|False|0|['Neba Funwi-gabga']|https://img-c.edtech.com/course/480x270/2662528_53c3_4.jpg|NO|
2961708|Effective Communication: Motivational Interviewing  Part 1|Understanding long term behavior change and Communication|personal_development|Beginner Level|2021-06-16 21:50:53|2022-05-31 19:23:04|$ 109 USD|en|7|32 total mins|True|0|['Tami Calais', 'Casey Jackson']|https://img-c.edtech.com/course/480x270/2961708_c117_2.jpg|YES|['es', 'zh', 'fr']
4390618|Advanced B2B Marketing Lead Generation Business Development|Business Development Course & B2B Product Marketing Marketing Plan &  for High Performance Marketing , MBA Instructor|marketting|Expert Level|2021-03-19 10:28:57|2023-04-07 06:37:57|$ 157 USD|en|35|4.5 total hours|True|0|['Dekker Fraser, MBA', 'Jyra Galosmo']|https://img-c.edtech.com/course/480x270/4390618_3d77.jpg|No|
3721124|Wix Website Designing Master Course ,,Get WIX Certificate.|learn wix website designing from scratch and create your website like a pro. wix web design for beginners|design|All Levels|2021-07-11 18:39:20|2023-03-28 15:46:30|$ 270 USD|en|19|1.5 total hours|True|0|['Easy Learning Academy']|https://img-c.edtech.com/course/480x270/3721124_616f.jpg|YES|['fr']
1300216|Google Script Create Google Docs on the fly from templates|Google Scripts is a powerful resource with so much to offer.  This course covers Google Script, drive, sheets, docs|development|Intermediate Level|2020-08-12 06:38:34|2023-09-22 21:03:25|$ 124 USD|en|33|2.5 total hours|True|0|['Laurence Svekis']|https://img-c.edtech.com/course/480x270/1300216_3961.jpg|False|
1355420|Yoga for Beginners - SarahBethYoga|Stretch, strengthen, tone & relax with quick beginner yoga routines|health_fitness|Beginner Level|2020-10-26 09:42:10|2024-01-08 00:20:02|$ 157 USD|no|6|1.5 total hours|True|0|['Sarah Beth Yoga']|https://img-c.edtech.com/course/480x270/1355420_d636_2.jpg|NO|
1242092|Single-Page Application with ASP.NET & jQuery Hands-On|Learn how to build a single-page application from start to finish with ASP.NET Web API 2, Entity Framework and jQuery.|development|Intermediate Level|2021-07-12 18:37:35|2023-12-13 05:50:52|$ 278 USD|en|50|3.5 total hours|True|0|['Patrick God']|https://img-c.edtech.com/course/480x270/1242092_da2e_3.jpg|Ys|['pt', 'de', 'fr']
2158738|Hands-On Sketch Masterclass - Learn Web & Mobile App Design|Take Sketch 6 to the next level with real world examples of Mobile App screens, Web Page designs, & Logos. Let's Go!|design|Beginner Level|2020-06-09 19:30:48|2023-07-01 04:23:46|$ 286 USD|en|64|8.5 total hours|True|0|['Arend Pryor']|https://img-b.edtech.com/course/480x270/2158738_6bc2_6.jpg?secure=9GKr9-gcH7EIQmMxK0G_UA%3D%3D%2C1646826441|Ys|['pt', 'es', 'de']
2535930|30 Treinos Completos, Rápidos e Intensos + Guia Nutricional|Que tal perder barriga, queimar gordura, ganhar condicionamento físico e saúde sem sair de casa e sem equipamentos?|health_fitness|Beginner Level|2020-06-24 07:17:20|2022-06-25 04:49:48|$ 142 USD|pt|45|10.5 total hours|True|0|['Juliano Farah']|https://img-c.edtech.com/course/480x270/2535930_420e.jpg|False|
482924|Mastering Retouching and Restoration (15 projects Included)|"Learn ""master techniques"" of ""Beauty Retouching and Photo Restoration"" with 15 projects "|design|All Levels|2020-10-16 15:27:53|2022-06-05 14:54:55|$ 227 USD|en|22|2.5 total hours|True|0|['Supriyo Kundu']|https://img-c.edtech.com/course/480x270/482924_3bfc_3.jpg|YEs|['de', 'ru', 'zh']
1577000|One Day MBA with Case Study: Marketing, Strategy, Management|Entrepreneurship, Startup, Adnimistration, Management, Leadership, Business Skill, Marketing, English, STEM, K12, Kids|business|Beginner Level|2021-03-10 08:16:45|2023-02-08 22:52:27|$ 153 USD|en|64|9 total hours|True|0|['CreateUp Academy']|https://img-c.edtech.com/course/480x270/1577000_53e0.jpg|No|
430396|Start Your Traveling Ministry - Itinerant and Evangelistic|Ministry Training Institute. How do you get started with a traveling ministry? |personal_development|All Levels|2020-04-16 10:27:08|2022-02-27 05:05:48|$ 259 USD|en|20|1.5 total hours|True|0|['Tom Scarrella']|https://img-c.edtech.com/course/480x270/430396_226f.jpg|YES|['es', 'ja']
836600|Comprehensive Essential Japanese for Beginners|Anime, Japan, Dating  - How to make all of this comfortably possible as many of my students did|teaching|Beginner Level|2020-04-17 18:37:59|2022-01-02 20:36:36|$ 293 USD|en|28|7.5 total hours|True|0|['Richard Heiney']|https://img-c.edtech.com/course/480x270/836600_854f_3.jpg|YEs|['es', 'de', 'hi']
3117616|AWS EC2 - Be the best|Become an expert in AWS EC2! Learn Amazon EC2, VPC, Security Groups, IAM roles, Load Balancer & Auto Scaling Group|software|All Levels|2020-03-16 21:09:55|2022-04-19 17:33:55|$ 174 USD|en|51|6.5 total hours|True|0|['Shahed Kazi']|https://img-c.edtech.com/course/480x270/3117616_8669_2.jpg|NO|
1156426|Facilitate Innovation and Manage Change Effectively|Innovation and Change Management|personal_development|All Levels|2020-01-17 00:24:18|2022-09-25 06:44:30|$ 266 USD|en|17|2 total hours|False|0|['Organisational Development Concepts Pte Ltd', 'Dioworks Group', 'Low K M', 'Rosalind Tai']|https://img-c.edtech.com/course/480x270/1156426_a60a_3.jpg|YEs|['es', 'de', 'hi']
2448144|Train YOLO for Object Detection with Custom Data|Build your own detector by labelling, training and testing on image, video and in real time with camera: YOLO v3 and v4|development|Intermediate Level|2021-03-25 18:59:48|2022-12-08 13:03:43|$ 266 USD|en|58|7 total hours|True|0|['Valentyn Sichkar']|https://img-c.edtech.com/course/480x270/2448144_d015.jpg|Yes|['pt', 'hi', 'fr']
1327254|Music Theory Comprehensive Complete: Part 7, 8, & 9|Learn music theory through this music theory course app, music theory exercises, and music theory tutorials.|music|Intermediate Level|2020-01-20 13:33:31|2022-05-27 02:19:45|$ 260 USD|en|128|9.5 total hours|True|0|['Jason Allen']|https://img-c.edtech.com/course/480x270/1327254_6aa1_3.jpg|Yes|['ja', 'zh']
3956872|MS Excel Complete Basic to Advance Training Course 2021|MS Excel from Beginner to Professional Level Training Includes Pivot Tables, Time Saving Formulas and Much More|productivity|All Levels|2021-06-15 18:25:52|2023-04-05 16:55:48|$ 152 USD|en|64|6.5 total hours|True|0|['Saad Nadeem']|https://img-b.edtech.com/course/480x270/3956872_2db6_4.jpg?secure=6eHH3HwHnOsVBPxHg8bDJg%3D%3D%2C1646824923|True|['ja', 'de', 'zh']
425576|Maven Crash Course: Step-by-Step Introduction for Beginners|Quick introduction of core concepts reinforced with practical, ,project-based examples using Maven, Git and Eclipse.|development|Beginner Level|2020-10-12 15:59:31|2023-04-22 22:00:57|$ 253 USD|en|56|2.5 total hours|True|0|['Jason Taylor']|https://img-b.edtech.com/course/480x270/425576_61bf.jpg?secure=tN0SXpV6AVaZcPtbdKcpvw%3D%3D%2C1646822391|YES|['ja', 'de', 'fr']
2619656|Healthy Eating Habits : Healthy Eating & Weight Loss : Keto|Healthy Eating Habits : Healthy Eating For Weight Loss : Healthy Eating - A Lifetime Habit : Eating The Healthy Way Keto|health_fitness|All Levels|2020-08-27 17:39:50|2022-10-20 08:44:55|$ 295 USD|en|9|1 total hour|True|0|['James Bruce']|https://img-c.edtech.com/course/480x270/2619656_0fe4.jpg|False|
3762520|Fundamental Question on Arduino|Multiple Choice Questions on Arduino UNO, ATMega, Arduino Programming and Interfacing of Sensors and Actuators|teaching|Beginner Level|2020-11-10 08:34:47|2023-09-25 09:07:25|$ 279 USD|fr|0|120 questions|False|4|['Harish Kumar Maheshwari']|https://img-c.edtech.com/course/480x270/3762520_baa3_2.jpg|NO|
4421028|How to create and sell your ebook online|All the step-by-step - Choose a theme, formatting, organization, sell, loyal readers, social media, and more.|marketting|Beginner Level|2021-01-14 07:12:14|2022-03-07 13:58:45|$ 129 USD|en|22|1 total hour|True|0|['Gabriel Felix']|https://img-c.edtech.com/course/480x270/4421028_e6f4.jpg|YEs|['es', 'de', 'hi']
837414|Natural Light Portrait Photography With Any Camera|Portrait Photography - Learn how to take compelling images with any camera in any lighting situation|photography|Beginner Level|2020-10-15 19:45:24|2022-11-21 13:35:52|$ 170 USD|en|12|1.5 total hours|True|0|['Mark Timberlake']|https://img-b.edtech.com/course/480x270/837414_0c2a.jpg?secure=Eb8O1l_r8I5X5itpph-wjQ%3D%3D%2C1646829793|Ys|['pt', 'es', 'ru']
1315282|Growing Your Healthcare Business , Healthcare Management|How to Manage a Healthcare Business for Growth , Healthcare Business , Healthcare Management , Healthcare Administration|marketting|Beginner Level|2021-01-25 11:02:15|2022-04-27 17:45:44|$ 219 USD|en|12|25 total mins|True|0|['Dekker Fraser, MBA']|https://img-b.edtech.com/course/480x270/1315282_4790_4.jpg?secure=UnnySy7lrX8xaY18YoJbPw%3D%3D%2C1646827975|Ys|['es', 'ja', 'ru']
